Segment,Country,Product,Discount Band,Units Sold,Procurement,Manufacturing Price Parsed,Sale Price Parsed,Budget Parsed,Discounts Parsed,Sales Parsed,COGS Parsed,Sales_MA_3,Date_ISO
Government,United States of America,Velo,Medium,2832,14160,120,20,56640,2832,53808,28320,105434,2020-03-31
Channel Partners,France,Amarilla,High,1393,2089,260,12,16716,2340,14375,4179,30222,2020-03-31
Government,United States of America,Amarilla,Low,1236,6180,260,20,24720,494,24225,12360,30803,2020-03-31
Government,Germany,Montana,High,1199,155870,5,350,419650,58751,360899,311740,133166,2020-03-31
Small Business,Mexico,Montana,Medium,1100,137500,5,300,330000,16500,313500,275000,232875,2020-04-01
Midmarket,Canada,Paseo,None,2152,10760,10,15,32280,0,32280,21520,235560,2020-04-02
Government,Germany,Paseo,Medium,1372,3430,10,7,9604,480,9123,6860,118301,2020-04-02
Small Business,Canada,Amarilla,High,888,111000,260,300,266400,37296,229104,222000,90169,2020-04-03
Midmarket,Germany,Paseo,High,1175,5875,10,15,17625,2643,14981,11750,84403,2020-04-03
Enterprise,Mexico,Velo,Low,2145,128700,120,125,268125,5362,262762,257400,168949,2020-04-04
Government,Canada,Paseo,Low,2852,370760,10,350,998200,19964,978236,741520,418660,2020-04-04
Midmarket,Germany,Paseo,High,1175,5875,10,15,17625,2643,14981,11750,418660,2020-04-04
Government,France,Velo,Medium,1579,7895,120,20,31580,1579,30001,15790,341073,2020-04-06
Government,United States of America,VTT,Medium,1351,175695,250,350,473025,42572,430452,351390,158478,2020-04-06
Government,Germany,Montana,Medium,645,3225,5,20,12900,1032,11868,6450,157440,2020-04-06
Government,Mexico,Amarilla,High,2039,10195,260,20,40780,4078,36702,20390,159674,2020-04-06
Small Business,Mexico,Paseo,Medium,2460,307500,10,300,738000,59040,678960,615000,242510,2020-04-07
Enterprise,Germany,Paseo,Low,1706,102360,10,125,213250,6397,206852,204720,307505,2020-04-07
Midmarket,Canada,Carretera,Medium,2844,14220,3,15,42660,2559,40100,28440,308637,2020-04-07
Government,Canada,Montana,High,2227,289575,5,350,779625,109147,670477,579150,305810,2020-04-07
Enterprise,France,Amarilla,Medium,1987,119250,260,125,248437,14906,233531,238500,314703,2020-04-08
Small Business,Mexico,Amarilla,Medium,2460,307500,260,300,738000,59040,678960,615000,527656,2020-04-08
Enterprise,United States of America,Montana,Medium,2797,167820,5,125,349625,31466,318158,335640,410216,2020-04-08
Channel Partners,France,VTT,Low,866,1299,250,12,10392,415,9976,2598,335698,2020-04-09
Midmarket,Canada,Velo,Medium,1262,6310,120,15,18930,1325,17604,12620,115246,2020-04-09
Government,France,Velo,Medium,1033,5165,120,20,20660,1033,19627,10330,15736,2020-04-10
Small Business,Canada,Velo,High,269,33625,120,300,80700,11298,69402,67250,35544,2020-04-10
Small Business,Germany,Amarilla,Medium,1250,156250,260,300,375000,18750,356250,312500,148426,2020-04-10
Channel Partners,Germany,Velo,None,1545,2317,120,12,18540,0,18540,4635,148064,2020-04-11
Enterprise,Germany,VTT,High,552,33120,250,125,69000,10350,58650,66240,144480,2020-04-11
Enterprise,Germany,Paseo,Low,1570,94200,10,125,196250,5887,190362,188400,89184,2020-04-11
Channel Partners,Canada,VTT,High,2109,3163,250,12,25308,3036,22271,6327,90428,2020-04-11
Small Business,Germany,VTT,Low,986,123250,250,300,295800,2958,292842,246500,168492,2020-04-11
Government,United States of America,Velo,Medium,547,1367,120,7,3829,268,3560,2735,106224,2020-04-11
Midmarket,Mexico,Velo,Medium,245,1225,120,15,3675,330,3344,2450,99915,2020-04-11
Small Business,United States of America,Paseo,High,3495,436875,10,300,1048500,125820,922680,873750,309861,2020-04-11
Small Business,Mexico,Paseo,Medium,2565,320625,10,300,769500,69255,700245,641250,542090,2020-04-12
Government,Mexico,Montana,High,2255,11275,5,20,45100,5863,39237,22550,554054,2020-04-12
Government,United States of America,Paseo,High,1438,3596,10,7,10069,1309,8760,7192,249414,2020-04-12
Government,Germany,Montana,Low,1797,233610,5,350,628950,18868,610081,467220,219359,2020-04-12
Midmarket,Mexico,Velo,Medium,245,1225,120,15,3675,330,3344,2450,207395,2020-04-12
Small Business,Canada,VTT,Low,1874,234250,250,300,562200,16866,545334,468500,386253,2020-04-12
Midmarket,Germany,Paseo,Medium,1743,8715,10,15,26145,1568,24576,17430,191085,2020-04-13
Channel Partners,Germany,Paseo,Medium,1775,2662,10,12,21300,1917,19383,5325,196431,2020-04-13
Government,Germany,Velo,Medium,588,2940,120,20,11760,823,10936,5880,18298,2020-04-13
Government,Mexico,Paseo,High,905,4525,10,20,18100,2172,15928,9050,15416,2020-04-13
Government,United States of America,VTT,High,267,1335,250,20,5340,801,4539,2670,10468,2020-04-13
Government,United States of America,VTT,Medium,1265,6325,250,20,25300,1265,24035,12650,14834,2020-04-14
Channel Partners,France,Amarilla,High,2475,3712,260,12,29700,4158,25542,7425,18039,2020-04-14
Small Business,Canada,Montana,Medium,3802,475312,5,300,1140750,102667,1038082,950625,362553,2020-04-14
Government,France,Amarilla,None,2750,357500,260,350,962500,0,962500,715000,675375,2020-04-15
Government,United States of America,Paseo,Medium,2663,13315,10,20,53260,2663,50597,26630,683726,2020-04-15
Government,United States of America,Paseo,Low,274,35620,10,350,95900,3836,92064,71240,368387,2020-04-16
Channel Partners,Mexico,Paseo,Low,1084,1626,10,12,13008,260,12747,3252,51803,2020-04-17
Government,France,Amarilla,High,1731,4327,260,7,12117,1696,10420,8655,38410,2020-04-17
Government,Mexico,Paseo,Medium,2689,6722,10,7,18823,941,17881,13445,13683,2020-04-17
Government,France,Carretera,Medium,1563,7815,3,20,31260,1563,29697,15630,19333,2020-04-17
Enterprise,Germany,Velo,Medium,2087,125220,120,125,260875,18261,242613,250440,96730,2020-04-17
Government,United States of America,VTT,High,1579,3947,250,7,11053,1215,9837,7895,94049,2020-04-18
Government,Mexico,Montana,High,2255,11275,5,20,45100,5863,39237,22550,97229,2020-04-18
Government,Mexico,Velo,None,1493,3732,120,7,10451,0,10451,7465,19842,2020-04-18
Channel Partners,Canada,Amarilla,High,3520,5280,260,12,42246,4224,38021,10561,29236,2020-04-18
Government,Mexico,Paseo,Medium,1038,5190,10,20,20760,1868,18891,10380,22454,2020-04-18
Midmarket,France,VTT,High,3874,19372,250,15,58117,6974,51143,38745,36018,2020-04-18
Channel Partners,Germany,Velo,High,1013,1519,120,12,12156,1580,10575,3039,26870,2020-04-19
Small Business,Canada,Amarilla,High,888,111000,260,300,266400,37296,229104,222000,96941,2020-04-19
Enterprise,Mexico,VTT,Medium,877,52620,250,125,109625,9866,99758,105240,113146,2020-04-19
Channel Partners,Germany,Carretera,Medium,1116,1674,3,12,13392,669,12722,3348,113861,2020-04-19
Midmarket,France,VTT,High,2167,10835,250,15,32505,3250,29254,21670,47245,2020-04-19
Midmarket,Mexico,Amarilla,High,1870,9350,260,15,28050,3927,24123,18700,22033,2020-04-19
Channel Partners,Canada,Carretera,Low,1295,1942,3,12,15540,310,15229,3885,22869,2020-04-19
Small Business,United States of America,VTT,Low,2844,355500,250,300,853200,25596,827604,711000,288985,2020-04-19
Midmarket,Mexico,Montana,Low,2214,11070,5,15,33210,332,32877,22140,291903,2020-04-20
Enterprise,France,VTT,Low,1744,104640,250,125,218000,2180,215820,209280,358767,2020-04-20
Midmarket,France,Paseo,Medium,2101,10505,10,15,31515,2206,29308,21010,92668,2020-04-20
Small Business,Germany,Montana,Medium,334,41750,5,300,100200,9018,91182,83500,112103,2020-04-20
Government,United States of America,Paseo,Medium,973,4865,10,20,19460,1751,17708,9730,46066,2020-04-20
Government,United States of America,Paseo,High,1177,153010,10,350,411950,57673,354277,306020,154389,2020-04-20
Small Business,France,Montana,Medium,2181,272625,5,300,654300,45801,608499,545250,326828,2020-04-20
Small Business,United States of America,VTT,High,1010,126250,250,300,303000,42420,260580,252500,407785,2020-04-20
Government,United States of America,Montana,High,2328,5820,5,7,16296,1629,14666,11640,294582,2020-04-20
Enterprise,United States of America,Velo,High,1596,95760,120,125,199500,19950,179550,191520,151599,2020-04-20
Government,Mexico,Montana,Medium,720,93600,5,350,252000,12600,239400,187200,144539,2020-04-21
Midmarket,Germany,Velo,High,681,3405,120,15,10215,1021,9193,6810,142714,2020-04-21
Small Business,Canada,Paseo,Medium,1094,136750,10,300,328200,29538,298662,273500,182418,2020-04-21
Midmarket,France,Amarilla,High,2072,10360,260,15,31080,3108,27972,20720,111942,2020-04-21
Small Business,Mexico,VTT,Low,494,61750,250,300,148200,1482,146718,123500,157784,2020-04-21
Channel Partners,Germany,Amarilla,High,1770,2655,260,12,21240,2761,18478,5310,64389,2020-04-21
Government,Germany,Velo,None,1006,130780,120,350,352100,0,352100,261560,172432,2020-04-22
Government,United States of America,Velo,Medium,2832,14160,120,20,56640,2832,53808,28320,141462,2020-04-22
Government,Canada,VTT,Medium,1389,6945,250,20,27780,1389,26391,13890,144100,2020-04-22
Government,United States of America,VTT,Medium,570,1425,250,7,3990,199,3790,2850,27996,2020-04-22
Government,France,Paseo,Medium,2136,5340,10,7,14952,747,14204,10680,14795,2020-04-23
Midmarket,Germany,Paseo,Low,1945,9725,10,15,29175,875,28299,19450,15431,2020-04-24
Midmarket,Canada,Paseo,Low,2363,11815,10,15,35445,708,34736,23630,25746,2020-04-24
Midmarket,United States of America,Montana,High,677,3385,5,15,10155,1218,8936,6770,23990,2020-04-24
Government,Canada,Velo,Medium,1135,2837,120,7,7945,556,7388,5675,17020,2020-04-25
Channel Partners,Germany,Paseo,None,367,550,10,12,4404,0,4404,1101,6909,2020-04-25
Enterprise,Mexico,Montana,Low,1660,99600,5,125,207500,4150,203350,199200,71714,2020-04-25
Midmarket,Mexico,Paseo,High,1984,9920,10,15,29760,3273,26486,19840,78080,2020-04-25
Government,United States of America,Amarilla,Medium,727,94510,260,350,254450,15267,239183,189020,156340,2020-04-25
Enterprise,United States of America,Paseo,Medium,2797,167820,10,125,349625,31466,318158,335640,194609,2020-04-26
Government,Mexico,VTT,Medium,521,1302,250,7,3647,328,3318,2605,186886,2020-04-26
Small Business,Canada,Montana,Medium,1283,160375,5,300,384900,30792,354108,320750,225195,2020-04-26
Midmarket,France,VTT,None,2178,10890,250,15,32670,0,32670,21780,130032,2020-04-26
Government,Germany,VTT,Medium,2338,5845,250,7,16366,1309,15056,11690,133945,2020-04-27
Government,Germany,Carretera,Medium,663,3315,3,20,13260,1193,12066,6630,19931,2020-04-27
Enterprise,Mexico,VTT,Low,662,39720,250,125,82750,1655,81095,79440,36072,2020-04-28
Government,France,VTT,None,1527,198510,250,350,534450,0,534450,397020,209204,2020-04-28
Enterprise,Germany,Paseo,Low,809,48540,10,125,101125,2022,99102,97080,238216,2020-04-28
Enterprise,United States of America,Montana,Medium,3627,217620,5,125,453375,22668,430706,435240,354753,2020-04-28
Enterprise,Mexico,VTT,High,554,33240,250,125,69250,7617,61632,66480,197147,2020-04-28
Government,France,VTT,High,1281,166530,250,350,448350,62769,385581,333060,292640,2020-04-29
Channel Partners,France,Paseo,Low,1901,2851,10,12,22812,684,22127,5703,156447,2020-04-29
Government,Canada,Paseo,Low,2852,370760,10,350,998200,19964,978236,741520,461981,2020-04-29
Small Business,Canada,Carretera,Medium,1094,136750,3,300,328200,29538,298662,273500,433008,2020-04-29
Small Business,Canada,VTT,Low,1874,234250,250,300,562200,16866,545334,468500,607411,2020-04-30
Small Business,Mexico,VTT,High,432,54000,250,300,129600,12960,116640,108000,320212,2020-04-30
Channel Partners,France,Amarilla,High,2475,3712,260,12,29700,4158,25542,7425,229172,2020-04-30
Government,Canada,Montana,High,2734,6835,5,7,19138,2296,16841,13670,53008,2020-04-30
Government,Mexico,Carretera,High,2706,6765,3,7,18942,2083,16858,13530,19747,2020-04-30
Government,France,Amarilla,Medium,2076,269880,260,350,726600,43596,683004,539760,238901,2020-04-30
Enterprise,Mexico,Paseo,Low,2145,128700,10,125,268125,5362,262762,257400,320875,2020-05-01
Small Business,France,Velo,Medium,1221,152625,120,300,366300,21978,344322,305250,430029,2020-05-02
Enterprise,Mexico,Amarilla,High,947,56820,260,125,118375,13021,105353,113640,237479,2020-05-02
Midmarket,Germany,Velo,High,660,3300,120,15,9900,1287,8613,6600,152763,2020-05-02
Channel Partners,France,Paseo,Low,1901,2851,10,12,22812,684,22127,5703,45364,2020-05-02
Government,United States of America,VTT,Low,349,45370,250,350,122150,4886,117264,90740,49335,2020-05-02
Government,Mexico,Carretera,Medium,521,1302,3,7,3647,328,3318,2605,47570,2020-05-03
Enterprise,Germany,Carretera,High,1085,65100,3,125,135625,20343,115281,130200,78621,2020-05-03
Small Business,France,Montana,Medium,322,40250,5,300,96600,8694,87906,80500,68835,2020-05-03
Enterprise,Germany,Velo,Low,809,48540,120,125,101125,2022,99102,97080,100763,2020-05-04
Enterprise,Canada,Velo,Medium,952,57120,120,125,119000,7140,111860,114240,99623,2020-05-04
Enterprise,Mexico,Velo,Medium,2110,126600,120,125,263750,23737,240012,253200,150325,2020-05-04
Channel Partners,Mexico,Velo,High,604,906,120,12,7248,942,6305,1812,119392,2020-05-04
Enterprise,Mexico,Paseo,Low,1138,68280,10,125,142250,5690,136560,136560,127626,2020-05-04
Government,Germany,Velo,Medium,588,2940,120,20,11760,823,10936,5880,51267,2020-05-04
Midmarket,Mexico,VTT,Low,1514,7570,250,15,22710,908,21801,15140,56432,2020-05-04
Government,Germany,Amarilla,Medium,1350,175500,260,350,472500,23625,448875,351000,160537,2020-05-04
Enterprise,Mexico,Paseo,High,2156,129360,10,125,269500,32340,237160,258720,235945,2020-05-05
Midmarket,Canada,Carretera,High,2300,11500,3,15,34500,4830,29670,23000,238568,2020-05-05
Small Business,Germany,Carretera,Low,214,26750,3,300,64200,1284,62916,53500,109915,2020-05-05
Channel Partners,France,VTT,Medium,1738,2607,250,12,20862,1460,19401,5215,37329,2020-05-05
Enterprise,France,Paseo,High,2441,146460,10,125,305125,33563,271561,292920,117959,2020-05-05
Government,Canada,Paseo,Low,2074,10370,10,20,41480,1659,39820,20740,110261,2020-05-06
Small Business,Canada,VTT,Medium,2436,304500,250,300,730800,43848,686952,609000,332778,2020-05-06
Government,Canada,VTT,High,623,80990,250,350,218050,26166,191884,161980,306219,2020-05-06
Enterprise,Germany,Amarilla,Medium,994,59640,260,125,124250,8697,115552,119280,331463,2020-05-06
Enterprise,France,Paseo,Low,1287,77220,10,125,160875,4826,156048,154440,154495,2020-05-07
Midmarket,France,Carretera,Medium,490,2450,3,15,7350,588,6762,4900,92787,2020-05-07
Enterprise,Canada,Velo,Low,2009,120540,120,125,251125,7533,243591,241080,135467,2020-05-07
Midmarket,Germany,Paseo,Medium,2116,10580,10,15,31740,1587,30153,21160,93502,2020-05-07
Midmarket,France,VTT,None,2178,10890,250,15,32670,0,32670,21780,102138,2020-05-08
Government,Germany,Montana,Low,1958,4895,5,7,13706,411,13294,9790,25372,2020-05-08
Enterprise,Canada,VTT,High,2954,177240,250,125,369250,55387,313862,354480,119942,2020-05-08
Government,Mexico,VTT,Medium,1498,3745,250,7,10486,629,9856,7490,112337,2020-05-08
Government,United States of America,Carretera,Medium,1117,5587,3,20,22350,1341,21009,11175,114909,2020-05-08
Enterprise,France,Carretera,High,1023,61380,3,125,127875,17902,109972,122760,46946,2020-05-08
Midmarket,Germany,VTT,High,492,2460,250,15,7380,1107,6273,4920,45751,2020-05-09
Government,France,Amarilla,Low,941,4705,260,20,18820,376,18443,9410,44896,2020-05-10
Enterprise,France,Paseo,Medium,2385,143100,10,125,298125,14906,283218,286200,102645,2020-05-10
Government,United States of America,Velo,Medium,1421,7105,120,20,28420,1989,26430,14210,109364,2020-05-10
Channel Partners,France,Paseo,Low,1055,1582,10,12,12660,253,12406,3165,107351,2020-05-10
Government,United States of America,Carretera,Low,274,35620,3,350,95900,3836,92064,71240,43633,2020-05-10
Government,Mexico,Paseo,High,1233,6165,10,20,24660,2959,21700,12330,42057,2020-05-11
Midmarket,Germany,Amarilla,Medium,711,3555,260,15,10665,853,9811,7110,41192,2020-05-11
Small Business,United States of America,Velo,High,2574,321750,120,300,772200,115830,656370,643500,229294,2020-05-12
Government,United States of America,Paseo,Medium,727,94510,10,350,254450,15267,239183,189020,301788,2020-05-12
Government,Canada,Carretera,High,923,119990,3,350,323050,41996,281053,239980,392202,2020-05-12
Enterprise,Canada,Montana,None,2665,159930,5,125,333187,0,333187,319860,284474,2020-05-13
Government,Canada,Amarilla,High,2240,291200,260,350,784000,78400,705600,582400,439947,2020-05-13
Small Business,Canada,Velo,High,269,33625,120,300,80700,11298,69402,67250,369396,2020-05-13
Government,France,Velo,Medium,1579,7895,120,20,31580,1579,30001,15790,268334,2020-05-13
Government,Mexico,Paseo,Medium,2417,314210,10,350,845950,76135,769814,628420,289739,2020-05-14
Government,Germany,Montana,High,1199,155870,5,350,419650,58751,360899,311740,386905,2020-05-14
Government,Canada,VTT,Medium,1389,6945,250,20,27780,1389,26391,13890,385701,2020-05-14
Enterprise,Canada,VTT,High,1583,94980,250,125,197875,25723,172151,189960,186480,2020-05-14
Government,France,Amarilla,Low,941,4705,260,20,18820,376,18443,9410,72328,2020-05-14
Enterprise,France,Paseo,Medium,2385,143100,10,125,298125,14906,283218,286200,157937,2020-05-15
Midmarket,Germany,Carretera,High,1513,7565,3,15,22695,3177,19517,15130,107059,2020-05-15
Government,United States of America,Paseo,Medium,602,78260,10,350,210700,10535,200165,156520,167633,2020-05-15
Government,Canada,Paseo,Medium,1802,9010,10,20,36040,1802,34238,18020,84640,2020-05-15
Small Business,France,Paseo,Medium,448,56000,10,300,134400,9408,124992,112000,119798,2020-05-15
Enterprise,Germany,VTT,Low,1570,94200,250,125,196250,5887,190362,188400,116531,2020-05-16
Small Business,Canada,VTT,High,269,33625,250,300,80700,11298,69402,67250,128252,2020-05-16
Channel Partners,Mexico,Velo,High,604,906,120,12,7248,942,6305,1812,88690,2020-05-16
Government,United States of America,Velo,Low,736,3680,120,20,14720,588,14131,7360,29946,2020-05-16
Small Business,France,Amarilla,High,853,106625,260,300,255900,25590,230310,213250,83582,2020-05-16
Government,Mexico,Velo,Medium,1498,3745,120,7,10486,629,9856,7490,84766,2020-05-17
Government,Mexico,Velo,Medium,609,3045,120,20,12180,852,11327,6090,83831,2020-05-17
Channel Partners,Canada,Carretera,Low,1445,2167,3,12,17340,173,17166,4335,12783,2020-05-17
Government,Canada,Paseo,Low,2852,370760,10,350,998200,19964,978236,741520,335576,2020-05-17
