Segment,Country,Product,Discount Band,Units Sold,Manufacturing Price Parsed,Sale Price Parsed,Budget Parsed,Discounts Parsed,Sales Parsed,COGS Parsed,Profit Parsed,Date_ISO
Midmarket,United States of America,Montana,High,677,5,15,10155,1218.6,8936.4,6770,2166.4,2019-07-24
Small Business,France,Montana,High,1773,5,300,531900,63828,468072,443250,24822,2019-11-12
Government,Mexico,Montana,High,2420,5,7,16940,2032.8,14907.2,12100,2807.2,2019-02-28
Government,Canada,Montana,High,2734,5,7,19138,2296.56,16841.44,13670,3171.44,2020-02-10
Government,Mexico,Montana,High,1715,5,20,34300,4116,30184,17150,13034,2021-02-15
Small Business,France,Montana,High,1186,5,300,355800,42696,313104,296500,16604,2019-07-23
Small Business,United States of America,Paseo,High,3495,10,300,1048500,125820,922680,873750,48930,2020-09-09
Government,Mexico,Paseo,High,886,10,350,310100,37212,272888,230360,42528,2020-09-01
Enterprise,Mexico,Paseo,High,2156,10,125,269500,32340,237160,258720,-21560,2019-06-17
Government,Mexico,Paseo,High,905,10,20,18100,2172,15928,9050,6878,2020-11-27
Government,Mexico,Paseo,High,1715,10,20,34300,4116,30184,17150,13034,2018-09-25
Government,France,Paseo,High,1594,10,350,557900,66948,490952,414440,76512,2019-08-19
Small Business,Germany,Paseo,High,1359,10,300,407700,48924,358776,339750,19026,2019-07-22
Small Business,Mexico,Paseo,High,2150,10,300,645000,77400,567600,537500,30100,2019-11-12
Government,Mexico,Paseo,High,1197,10,350,418950,50274,368676,311220,57456,2020-08-18
Midmarket,Mexico,Paseo,High,380,10,15,5700,684,5016,3800,1216,2021-01-13
Government,Mexico,Paseo,High,1233,10,20,24660,2959.2,21700.8,12330,9370.8,2019-02-13
Government,Mexico,Velo,High,1395,120,350,488250,58590,429660,362700,66960,2019-08-25
Government,United States of America,Velo,High,986,120,350,345100,41412,303688,256360,47328,2019-05-19
Government,Mexico,Velo,High,905,120,20,18100,2172,15928,9050,6878,2020-07-04
Channel Partners,Canada,VTT,High,2109,250,12,25308,3036.96,22271.04,6327,15944.04,2020-04-11
Midmarket,France,VTT,High,3874,250,15,58117.5,6974.1,51143.4,38745,12398.4,2020-01-27
Government,Canada,VTT,High,623,250,350,218050,26166,191884,161980,29904,2020-10-17
Government,United States of America,VTT,High,986,250,350,345100,41412,303688,256360,47328,2021-04-06
Enterprise,United States of America,VTT,High,2387,250,125,298375,35805,262570,286440,-23870,2020-09-08
Government,Mexico,VTT,High,1233,250,20,24660,2959.2,21700.8,12330,9370.8,2020-09-17
Government,United States of America,Amarilla,High,270,260,350,94500,11340,83160,70200,12960,2021-04-22
Government,France,Amarilla,High,3421,260,7,23950.5,2874.06,21076.44,17107.5,3968.94,2018-09-22
Government,Canada,Amarilla,High,2734,260,7,19138,2296.56,16841.44,13670,3171.44,2020-10-02
Midmarket,United States of America,Amarilla,High,2548,260,15,38220,4586.4,33633.6,25480,8153.6,2019-12-02
Government,France,Carretera,High,2521,3,20,50430,6051.6,44378.4,25215,19163.4,2020-02-01
Channel Partners,Mexico,Montana,High,2661,5,12,31932,3831.84,28100.16,7983,20117.16,2018-12-13
Government,Germany,Paseo,High,1531,10,20,30620,3674.4,26945.6,15310,11635.6,2019-06-27
Government,France,VTT,High,1491,250,7,10437,1252.44,9184.56,7455,1729.56,2021-02-28
Government,Germany,VTT,High,1531,250,20,30620,3674.4,26945.6,15310,11635.6,2019-12-14
Channel Partners,Canada,Amarilla,High,2761,260,12,33132,3975.84,29156.16,8283,20873.16,2019-01-14
Midmarket,United States of America,Carretera,High,2567,3,15,38505,5005.65,33499.35,25670,7829.35,2019-05-27
Midmarket,United States of America,VTT,High,2567,250,15,38505,5005.65,33499.35,25670,7829.35,2020-09-25
Government,Canada,Carretera,High,923,3,350,323050,41996.5,281053.5,239980,41073.5,2020-02-26
Government,France,Carretera,High,1790,3,350,626500,81445,545055,465400,79655,2019-04-01
Government,Germany,Carretera,High,442,3,20,8840,1149.2,7690.8,4420,3270.8,2019-01-28
Government,United States of America,Montana,High,982,5,350,343875,44703.75,299171.25,255450,43721.25,2019-01-30
Government,United States of America,Montana,High,1298,5,7,9086,1181.18,7904.82,6490,1414.82,2019-04-09
Channel Partners,Mexico,Montana,High,604,5,12,7248,942.24,6305.76,1812,4493.76,2020-06-17
Government,Mexico,Montana,High,2255,5,20,45100,5863,39237,22550,16687,2020-10-04
Government,Canada,Montana,High,1249,5,20,24980,3247.4,21732.6,12490,9242.6,2020-01-01
Government,United States of America,Paseo,High,1438,10,7,10069.5,1309.04,8760.47,7192.5,1567.97,2019-07-18
Small Business,Germany,Paseo,High,807,10,300,242100,31473,210627,201750,8877,2020-01-10
Government,United States of America,Paseo,High,2641,10,20,52820,6866.6,45953.4,26410,19543.4,2020-09-24
Government,Germany,Paseo,High,2708,10,20,54160,7040.8,47119.2,27080,20039.2,2019-08-08
Government,Canada,Paseo,High,2632,10,350,921200,119756,801444,684320,117124,2021-01-14
Enterprise,Canada,Paseo,High,1583,10,125,197875,25723.75,172151.25,189960,-17808.75,2019-06-25
Channel Partners,Mexico,Paseo,High,571,10,12,6852,890.76,5961.24,1713,4248.24,2020-02-16
Government,France,Paseo,High,2696,10,7,18872,2453.36,16418.64,13480,2938.64,2019-08-16
Midmarket,Canada,Paseo,High,1565,10,15,23475,3051.75,20423.25,15650,4773.25,2018-09-26
Government,Canada,Paseo,High,1249,10,20,24980,3247.4,21732.6,12490,9242.6,2019-05-07
Government,Germany,Paseo,High,357,10,350,124950,16243.5,108706.5,92820,15886.5,2020-02-11
Channel Partners,Germany,Paseo,High,1013,10,12,12156,1580.28,10575.72,3039,7536.72,2021-01-28
Midmarket,France,Velo,High,3997,120,15,59962.5,7795.13,52167.38,39975,12192.38,2021-05-21
Government,Canada,Velo,High,2632,120,350,921200,119756,801444,684320,117124,2020-05-22
Government,France,Velo,High,1190,120,7,8330,1082.9,7247.1,5950,1297.1,2021-04-16
Channel Partners,Mexico,Velo,High,604,120,12,7248,942.24,6305.76,1812,4493.76,2020-03-26
Midmarket,Germany,Velo,High,660,120,15,9900,1287,8613,6600,2013,2019-08-30
Channel Partners,Mexico,Velo,High,410,120,12,4920,639.6,4280.4,1230,3050.4,2019-05-14
Small Business,Mexico,Velo,High,2605,120,300,781500,101595,679905,651250,28655,2021-05-20
Channel Partners,Germany,Velo,High,1013,120,12,12156,1580.28,10575.72,3039,7536.72,2018-11-24
Enterprise,Canada,VTT,High,1583,250,125,197875,25723.75,172151.25,189960,-17808.75,2019-04-27
Midmarket,Canada,VTT,High,1565,250,15,23475,3051.75,20423.25,15650,4773.25,2020-11-25
Enterprise,Canada,Amarilla,High,1659,260,125,207375,26958.75,180416.25,199080,-18663.75,2019-08-11
Government,France,Amarilla,High,1190,260,7,8330,1082.9,7247.1,5950,1297.1,2021-04-18
Channel Partners,Mexico,Amarilla,High,410,260,12,4920,639.6,4280.4,1230,3050.4,2018-12-15
Channel Partners,Germany,Amarilla,High,1770,260,12,21240,2761.2,18478.8,5310,13168.8,2019-07-29
Government,Mexico,Carretera,High,2579,3,20,51580,7221.2,44358.8,25790,18568.8,2021-01-29
Government,United States of America,Carretera,High,1743,3,20,34860,4880.4,29979.6,17430,12549.6,2018-10-12
Government,United States of America,Carretera,High,2996,3,7,20972,2936.08,18035.92,14980,3055.92,2018-09-18
Government,Germany,Carretera,High,280,3,7,1960,274.4,1685.6,1400,285.6,2019-02-21
Government,France,Montana,High,293,5,7,2051,287.14,1763.86,1465,298.86,2020-09-23
Government,United States of America,Montana,High,2996,5,7,20972,2936.08,18035.92,14980,3055.92,2019-08-05
Midmarket,Germany,Paseo,High,278,10,15,4170,583.8,3586.2,2780,806.2,2020-10-31
Government,Canada,Paseo,High,2428,10,20,48560,6798.4,41761.6,24280,17481.6,2019-01-11
Midmarket,United States of America,Paseo,High,1767,10,15,26505,3710.7,22794.3,17670,5124.3,2021-04-16
Channel Partners,France,Paseo,High,1393,10,12,16716,2340.24,14375.76,4179,10196.76,2020-12-21
Government,Germany,VTT,High,280,250,7,1960,274.4,1685.6,1400,285.6,2021-06-01
Channel Partners,France,Amarilla,High,1393,260,12,16716,2340.24,14375.76,4179,10196.76,2021-03-17
Channel Partners,United States of America,Amarilla,High,2015,260,12,24180,3385.2,20794.8,6045,14749.8,2020-07-27
Small Business,Mexico,Carretera,High,801,3,300,240300,33642,206658,200250,6408,2020-07-14
Enterprise,France,Carretera,High,1023,3,125,127875,17902.5,109972.5,122760,-12787.5,2020-05-08
Small Business,Canada,Carretera,High,1496,3,300,448800,62832,385968,374000,11968,2019-10-13
Small Business,United States of America,Carretera,High,1010,3,300,303000,42420,260580,252500,8080,2019-09-19
Midmarket,Germany,Carretera,High,1513,3,15,22695,3177.3,19517.7,15130,4387.7,2020-11-09
Midmarket,Canada,Carretera,High,2300,3,15,34500,4830,29670,23000,6670,2020-08-31
Enterprise,Mexico,Carretera,High,2821,3,125,352625,49367.5,303257.5,338520,-35262.5,2020-01-27
Government,Canada,Montana,High,2227,5,350,779625,109147.5,670477.5,579150,91327.5,2019-10-10
Government,Germany,Montana,High,1199,5,350,419650,58751,360899,311740,49159,2021-04-19
Government,Canada,Montana,High,200,5,350,70000,9800,60200,52000,8200,2019-03-08
Government,Canada,Montana,High,388,5,7,2716,380.24,2335.76,1940,395.76,2019-10-18
Government,Mexico,Montana,High,1727,5,7,12089,1692.46,10396.54,8635,1761.54,2019-11-15
Midmarket,Canada,Montana,High,2300,5,15,34500,4830,29670,23000,6670,2019-03-23
Government,Mexico,Paseo,High,260,10,20,5200,728,4472,2600,1872,2021-04-17
Midmarket,Canada,Paseo,High,2470,10,15,37050,5187,31863,24700,7163,2020-11-22
Midmarket,Canada,Paseo,High,1743,10,15,26145,3660.3,22484.7,17430,5054.7,2021-05-16
Channel Partners,United States of America,Paseo,High,2914,10,12,34968,4895.52,30072.48,8742,21330.48,2020-03-13
Government,France,Paseo,High,1731,10,7,12117,1696.38,10420.62,8655,1765.62,2019-12-09
Government,Canada,Paseo,High,700,10,350,245000,34300,210700,182000,28700,2019-05-26
Channel Partners,Canada,Paseo,High,2222,10,12,26664,3732.96,22931.04,6666,16265.04,2021-01-22
Government,United States of America,Paseo,High,1177,10,350,411950,57673,354277,306020,48257,2020-04-20
Government,France,Paseo,High,1922,10,350,672700,94178,578522,499720,78802,2019-11-13
Enterprise,Mexico,Velo,High,1575,120,125,196875,27562.5,169312.5,189000,-19687.5,2020-12-16
Government,United States of America,Velo,High,606,120,20,12120,1696.8,10423.2,6060,4363.2,2018-10-31
Small Business,United States of America,Velo,High,2460,120,300,738000,103320,634680,615000,19680,2019-07-30
Small Business,Canada,Velo,High,269,120,300,80700,11298,69402,67250,2152,2019-08-31
Small Business,Germany,Velo,High,2536,120,300,760800,106512,654288,634000,20288,2019-02-13
Government,Mexico,VTT,High,2903,250,7,20321,2844.94,17476.06,14515,2961.06,2019-08-14
Small Business,United States of America,VTT,High,2541,250,300,762300,106722,655578,635250,20328,2020-01-27
Small Business,Canada,VTT,High,269,250,300,80700,11298,69402,67250,2152,2020-11-17
Small Business,Canada,VTT,High,1496,250,300,448800,62832,385968,374000,11968,2019-01-01
Small Business,United States of America,VTT,High,1010,250,300,303000,42420,260580,252500,8080,2019-10-16
Government,France,VTT,High,1281,250,350,448350,62769,385581,333060,52521,2020-11-05
Small Business,Canada,Amarilla,High,888,260,300,266400,37296,229104,222000,7104,2020-04-19
Enterprise,United States of America,Amarilla,High,2844,260,125,355500,49770,305730,341280,-35550,2021-06-04
Channel Partners,France,Amarilla,High,2475,260,12,29700,4158,25542,7425,18117,2020-04-30
Midmarket,Canada,Amarilla,High,1743,260,15,26145,3660.3,22484.7,17430,5054.7,2019-01-29
Channel Partners,United States of America,Amarilla,High,2914,260,12,34968,4895.52,30072.48,8742,21330.48,2020-12-23
Government,France,Amarilla,High,1731,260,7,12117,1696.38,10420.62,8655,1765.62,2018-10-31
Government,Mexico,Amarilla,High,1727,260,7,12089,1692.46,10396.54,8635,1761.54,2018-12-14
Midmarket,Mexico,Amarilla,High,1870,260,15,28050,3927,24123,18700,5423,2019-05-25
Enterprise,France,Carretera,High,1174,3,125,146750,22012.5,124737.5,140880,-16142.5,2021-02-26
Enterprise,Germany,Carretera,High,2767,3,125,345875,51881.25,293993.75,332040,-38046.25,2019-04-28
Enterprise,Germany,Carretera,High,1085,3,125,135625,20343.75,115281.25,130200,-14918.75,2019-04-08
Small Business,Mexico,Montana,High,546,5,300,163800,24570,139230,136500,2730,2020-11-25
Government,Germany,Paseo,High,1158,10,20,23160,3474,19686,11580,8106,2020-06-10
Midmarket,Canada,Paseo,High,1614,10,15,24210,3631.5,20578.5,16140,4438.5,2021-01-26
Government,Mexico,Paseo,High,2535,10,7,17745,2661.75,15083.25,12675,2408.25,2020-02-29
Government,Mexico,Paseo,High,2851,10,350,997850,149677.5,848172.5,741260,106912.5,2019-01-02
Midmarket,Canada,Paseo,High,2559,10,15,38385,5757.75,32627.25,25590,7037.25,2021-05-19
Government,United States of America,Paseo,High,267,10,20,5340,801,4539,2670,1869,2018-10-18
Enterprise,Germany,Paseo,High,1085,10,125,135625,20343.75,115281.25,130200,-14918.75,2019-06-18
Midmarket,Germany,Paseo,High,1175,10,15,17625,2643.75,14981.25,11750,3231.25,2020-04-04
Government,United States of America,Paseo,High,2007,10,350,702450,105367.5,597082.5,521820,75262.5,2021-02-21
Government,Mexico,Paseo,High,2151,10,350,752850,112927.5,639922.5,559260,80662.5,2019-03-23
Channel Partners,United States of America,Paseo,High,914,10,12,10968,1645.2,9322.8,2742,6580.8,2019-09-06
Government,France,Paseo,High,293,10,20,5860,879,4981,2930,2051,2020-05-26
Channel Partners,Mexico,Velo,High,500,120,12,6000,900,5100,1500,3600,2020-02-29
Midmarket,France,Velo,High,2826,120,15,42390,6358.5,36031.5,28260,7771.5,2019-09-10
Enterprise,France,Velo,High,663,120,125,82875,12431.25,70443.75,79560,-9116.25,2019-01-20
Small Business,United States of America,Velo,High,2574,120,300,772200,115830,656370,643500,12870,2020-07-01
Enterprise,United States of America,Velo,High,2438,120,125,304750,45712.5,259037.5,292560,-33522.5,2021-01-31
Channel Partners,United States of America,Velo,High,914,120,12,10968,1645.2,9322.8,2742,6580.8,2018-10-26
Government,Canada,VTT,High,865,250,20,17310,2596.5,14713.5,8655,6058.5,2021-05-25
Midmarket,Germany,VTT,High,492,250,15,7380,1107,6273,4920,1353,2020-08-15
Government,United States of America,VTT,High,267,250,20,5340,801,4539,2670,1869,2020-06-14
Midmarket,Germany,VTT,High,1175,250,15,17625,2643.75,14981.25,11750,3231.25,2019-06-09
Enterprise,Canada,VTT,High,2954,250,125,369250,55387.5,313862.5,354480,-40617.5,2019-09-13
Enterprise,Germany,VTT,High,552,250,125,69000,10350,58650,66240,-7590,2018-12-12
Government,France,VTT,High,293,250,20,5860,879,4981,2930,2051,2021-04-05
Small Business,France,Amarilla,High,2475,260,300,742500,111375,631125,618750,12375,2019-10-31
Midmarket,Mexico,Carretera,None,1618,3,20,32370,0,32370,16185,16185,2018-10-21
Government,Germany,Carretera,None,1321,3,20,26420,0,26420,13210,13210,2020-02-01
Midmarket,France,Carretera,None,2178,3,15,32670,0,32670,21780,10890,2019-07-05
Midmarket,Germany,Carretera,None,888,3,15,13320,0,13320,8880,4440,2018-12-29
Midmarket,Mexico,Carretera,None,2470,3,15,37050,0,37050,24700,12350,2020-01-03
Government,Germany,Carretera,None,1513,3,350,529550,0,529550,393380,136170,2019-06-24
Midmarket,Germany,Montana,None,921,5,15,13815,0,13815,9210,4605,2019-06-22
Channel Partners,Canada,Montana,None,2518,5,12,30216,0,30216,7554,22662,2019-08-27
Government,France,Montana,None,1899,5,20,37980,0,37980,18990,18990,2019-08-09
Channel Partners,Germany,Montana,None,1545,5,12,18540,0,18540,4635,13905,2020-06-23
Midmarket,Mexico,Montana,None,2470,5,15,37050,0,37050,24700,12350,2018-10-16
Enterprise,Canada,Montana,None,2665,5,125,333187.5,0,333187.5,319860,13327.5,2020-06-18
Small Business,Mexico,Montana,None,958,5,300,287400,0,287400,239500,47900,2020-09-28
Government,Germany,Montana,None,2146,5,7,15022,0,15022,10730,4292,2020-07-23
Enterprise,Canada,Montana,None,345,5,125,43125,0,43125,41400,1725,2019-03-28
Midmarket,United States of America,Montana,None,615,5,15,9225,0,9225,6150,3075,2021-05-09
Government,Canada,Paseo,None,292,10,20,5840,0,5840,2920,2920,2020-08-03
Midmarket,Mexico,Paseo,None,974,10,15,14610,0,14610,9740,4870,2019-12-24
Channel Partners,Canada,Paseo,None,2518,10,12,30216,0,30216,7554,22662,2018-10-18
Government,Germany,Paseo,None,1006,10,350,352100,0,352100,261560,90540,2020-03-14
Channel Partners,Germany,Paseo,None,367,10,12,4404,0,4404,1101,3303,2020-04-25
Government,Mexico,Paseo,None,883,10,7,6181,0,6181,4415,1766,2020-07-12
Midmarket,France,Paseo,None,549,10,15,8235,0,8235,5490,2745,2019-05-14
Small Business,Mexico,Paseo,None,788,10,300,236400,0,236400,197000,39400,2020-08-12
Midmarket,Mexico,Paseo,None,2472,10,15,37080,0,37080,24720,12360,2018-09-30
Government,United States of America,Paseo,None,1143,10,7,8001,0,8001,5715,2286,2020-07-04
Government,Canada,Paseo,None,1725,10,350,603750,0,603750,448500,155250,2020-08-26
Channel Partners,United States of America,Paseo,None,912,10,12,10944,0,10944,2736,8208,2019-10-23
Midmarket,Canada,Paseo,None,2152,10,15,32280,0,32280,21520,10760,2020-05-22
Government,Canada,Paseo,None,1817,10,20,36340,0,36340,18170,18170,2019-08-23
Government,Germany,Paseo,None,1513,10,350,529550,0,529550,393380,136170,2018-10-23
Government,Mexico,Velo,None,1493,120,7,10451,0,10451,7465,2986,2019-10-21
Enterprise,France,Velo,None,1804,120,125,225500,0,225500,216480,9020,2019-01-25
Channel Partners,Germany,Velo,None,2161,120,12,25932,0,25932,6483,19449,2021-01-31
Government,Germany,Velo,None,1006,120,350,352100,0,352100,261560,90540,2020-04-22
Channel Partners,Germany,Velo,None,1545,120,12,18540,0,18540,4635,13905,2021-04-01
Enterprise,United States of America,Velo,None,2821,120,125,352625,0,352625,338520,14105,2021-06-03
Enterprise,Canada,Velo,None,345,120,125,43125,0,43125,41400,1725,2019-01-19
Small Business,Canada,VTT,None,2001,250,300,600300,0,600300,500250,100050,2021-03-28
Channel Partners,Germany,VTT,None,2838,250,12,34056,0,34056,8514,25542,2019-02-05
Midmarket,France,VTT,None,2178,250,15,32670,0,32670,21780,10890,2020-04-26
Midmarket,Germany,VTT,None,888,250,15,13320,0,13320,8880,4440,2020-07-08
Government,France,VTT,None,1527,250,350,534450,0,534450,397020,137430,2019-06-12
Small Business,France,VTT,None,2151,250,300,645300,0,645300,537750,107550,2019-07-24
Government,Canada,VTT,None,1817,250,20,36340,0,36340,18170,18170,2021-01-26
Government,France,Amarilla,None,2750,260,350,962500,0,962500,715000,247500,2020-03-06
Channel Partners,United States of America,Amarilla,None,1953,260,12,23436,0,23436,5859,17577,2020-07-02
Enterprise,Germany,Amarilla,None,4219,260,125,527437.5,0,527437.5,506340,21097.5,2019-10-12
Government,France,Amarilla,None,1899,260,20,37980,0,37980,18990,18990,2020-11-12
Government,Germany,Amarilla,None,1686,260,7,11802,0,11802,8430,3372,2018-11-14
Channel Partners,United States of America,Amarilla,None,2141,260,12,25692,0,25692,6423,19269,2019-11-21
Government,United States of America,Amarilla,None,1143,260,7,8001,0,8001,5715,2286,2020-12-08
Midmarket,United States of America,Amarilla,None,615,260,15,9225,0,9225,6150,3075,2018-11-10
Government,France,Paseo,Low,3945,10,7,27615,276.15,27338.85,19725,7613.85,2019-01-03
Midmarket,France,Paseo,Low,2296,10,15,34440,344.4,34095.6,22960,11135.6,2019-09-10
Government,France,Paseo,Low,1030,10,7,7210,72.1,7137.9,5150,1987.9,2020-01-20
